SKU;ID fila;ID Orden;Fecha Orden;Prioridad;Cantidad;Ventas;Descuento;Tipo de Envío;Nombre del Cliente;Provincia;Segmento del Cliente;Fecha de envío
1015;2944;21319;29/4/2010;Medio;42;1060,34;0,04;Terrestre;Chuck Sachs;Nova Scotia;Consumidor;30/4/2010
128;3081;22115;15/6/2010;Bajo;5;751,94;0,02;Terrestre;Eric Barreto;Nova Scotia;Consumidor;15/6/2010
575;3088;22149;23/9/2011;Bajo;17;48,24;0,09;Aereo Regular;Bobby Trafton;Nova Scotia;PYME;28/9/2011
1109;3108;22338;14/5/2010;Medio;36;200,08;0,05;Aereo Regular;Bill Tyler;Nova Scotia;Consumidor;15/5/2010
311;3151;22627;3/4/2010;Bajo;33;1934,6;0,09;Aereo Regular;Bill Shonely;Nova Scotia;PYME;8/4/2010
627;3175;22820;17/8/2010;Alto;18;144,84;0;Aereo Regular;Craig Yedwab;Nova Scotia;Consumidor;20/8/2010
738;3187;22880;30/5/2010;Medio;13;24,96;0,01;Aereo Regular;Bradley Talbott;Nova Scotia;PYME;2/6/2010
960;3217;23078;15/9/2011;Medio;39;577,95;0,07;Aereo Regular;Jay Fine;Nova Scotia;Consumidor;17/9/2011
734;3246;23268;16/1/2012;Alto;5;255,31;0,02;Aereo Regular;Pierre Wener;Nova Scotia;Oficina en Hogar;18/1/2012
708;3354;24003;31/10/2009;Critical;4;129,7865;0,05;Aereo Express;Dan Campbell;Nova Scotia;Corporativo;2/11/2009
843;3379;24102;30/11/2010;Critical;50;1844,26;0,03;Aereo Regular;Fred McMath;Nova Scotia;PYME;1/12/2010
103;3423;24422;29/12/2011;Critical;20;3467,28;0,06;Terrestre;Craig Yedwab;Nova Scotia;Corporativo;31/12/2011
304;3459;24644;28/7/2009;Critical;46;5897,47;0;Terrestre;Tony Molinari;Nova Scotia;Corporativo;29/7/2009
464;3693;26401;13/10/2010;Medio;1;415;0,07;Aereo Regular;Dave Poirier;Nova Scotia;PYME;15/10/2010
1111;3918;27938;5/5/2009;Medio;40;1233,51;0,05;Aereo Regular;Noel Staavos;Nova Scotia;Oficina en Hogar;5/5/2009
1112;3996;28515;30/6/2010;Alto;48;379,78;0,1;Aereo Regular;Frank Atkinson;Nova Scotia;Corporativo;2/7/2010
1113;4114;29280;28/3/2012;Medio;30;856,34;0,06;Aereo Regular;Bill Shonely;Nova Scotia;PYME;29/3/2012
189;4127;29346;16/8/2009;Bajo;2;29,06;0,1;Aereo Regular;Janet Martin;Nova Scotia;Corporativo;20/8/2009
902;4129;29349;10/6/2010;Alto;46;2526,54;0,04;Aereo Regular;Bobby Trafton;Nova Scotia;PYME;12/6/2010
52;4153;29473;15/2/2012;Medio;31;206,2865;0,05;Aereo Regular;Katrina Willman;Nova Scotia;Consumidor;17/2/2012
277;4205;29893;16/6/2012;Medio;24;5452,9;0,07;Terrestre;Michael Paige;Nova Scotia;PYME;17/6/2012
314;4228;30023;15/10/2010;Bajo;36;840,24;0;Aereo Regular;Giulietta Dortch;Nova Scotia;Consumidor;15/10/2010
524;4247;30215;26/2/2009;Medio;23;3637,728;0,06;Aereo Regular;Cathy Hwang;Nova Scotia;Oficina en Hogar;28/2/2009
1114;4311;30720;27/9/2012;Bajo;27;2398,9;0,09;Aereo Express;Bill Shonely;Nova Scotia;PYME;2/10/2012
848;4333;30884;26/9/2010;Bajo;6;763,448;0,05;Terrestre;Carlos Meador;Nova Scotia;Corporativo;1/10/2010
1000;4398;31303;20/3/2011;Bajo;50;306,13;0,09;Aereo Express;Dianna Arnett;Nova Scotia;Oficina en Hogar;22/3/2011
437;4402;31392;6/5/2010;Bajo;21;128,86;0,1;Aereo Regular;George Zrebassa;Nova Scotia;Oficina en Hogar;13/5/2010
959;4449;31715;9/1/2009;No Especificado;24;64,11;0,09;Aereo Regular;Mark Haberlin;Nova Scotia;PYME;11/1/2009
548;4557;32420;29/7/2009;Medio;19;5369,46;0,07;Terrestre;Christy Brittain;Nova Scotia;Consumidor;31/7/2009
49;4630;32965;24/2/2011;Alto;2;11,15;0,04;Aereo Regular;Michael Paige;Nova Scotia;PYME;25/2/2011
294;4674;33253;30/11/2011;No Especificado;17;524,212;0,04;Aereo Regular;Katherine Murray;Nova Scotia;Oficina en Hogar;2/12/2011
907;4784;33959;31/7/2009;Critical;23;367,53;0,03;Terrestre;Ben Peterman;Nova Scotia;Corporativo;1/8/2009
903;4959;35271;26/7/2010;Alto;19;1083,4015;0,02;Aereo Regular;Dean Percer;Nova Scotia;Oficina en Hogar;27/7/2010
719;5108;36390;12/10/2012;Alto;3;329,63;0,05;Aereo Regular;Sylvia Foulston;Nova Scotia;Corporativo;14/10/2012
107;5265;37447;8/7/2009;Bajo;23;139,45;0,02;Aereo Regular;Noel Staavos;Nova Scotia;Oficina en Hogar;12/7/2009
287;5394;38341;18/5/2009;Medio;15;62,62;0,1;Aereo Express;Brendan Murry;Nova Scotia;Corporativo;19/5/2009
933;5395;38341;18/5/2009;Medio;5;64,25;0,07;Aereo Regular;Brendan Murry;Nova Scotia;Corporativo;20/5/2009
394;5453;38723;20/9/2012;Critical;39;2617,13;0;Aereo Regular;Pierre Wener;Nova Scotia;Oficina en Hogar;22/9/2012
1115;5467;38851;10/6/2012;Critical;1;8,49;0,06;Aereo Regular;Brad Thomas;Nova Scotia;Corporativo;11/6/2012
1076;5470;38882;14/12/2009;Critical;40;2169,49;0,06;Aereo Regular;Hunter Lopez;Nova Scotia;Consumidor;14/12/2009
899;5540;39266;27/8/2012;Alto;4;64,09;0,02;Aereo Regular;Dan Campbell;Nova Scotia;PYME;28/8/2012
509;5614;39780;7/6/2009;Bajo;48;2208,31;0,04;Aereo Regular;Chuck Sachs;Nova Scotia;Consumidor;9/6/2009
443;5625;39842;19/12/2010;Medio;22;1295,502;0,01;Aereo Express;Chris Cortes;Nova Scotia;Consumidor;20/12/2010
509;5652;40005;25/7/2010;Alto;20;873,82;0,1;Aereo Regular;Mark Packer;Nova Scotia;PYME;28/7/2010
265;5733;40704;7/1/2009;Bajo;6;11,57;0,01;Aereo Regular;Julie Kriz;Nova Scotia;Corporativo;12/1/2009
248;5833;41383;12/5/2010;Bajo;36;1449,45;0,04;Aereo Regular;Fred McMath;Nova Scotia;PYME;19/5/2010
250;5840;41415;10/11/2009;Bajo;10;80,92;0,09;Aereo Regular;Debra Catini;Nova Scotia;PYME;15/11/2009
727;5898;41825;22/8/2009;Critical;50;7817,45;0,03;Terrestre;Sylvia Foulston;Nova Scotia;Consumidor;22/8/2009
324;5899;41826;16/10/2010;Medio;4;63,93;0,03;Aereo Express;Chuck Sachs;Nova Scotia;Consumidor;18/10/2010
283;5946;42213;21/3/2011;Critical;46;110,96;0,08;Aereo Regular;Ann Blume;Nova Scotia;PYME;23/3/2011
355;5995;42469;8/11/2012;No Especificado;18;2130,82;0,05;Aereo Regular;Muhammed Yedwab;Nova Scotia;Consumidor;9/11/2012
164;6117;43302;23/8/2011;Bajo;43;720,613;0,07;Aereo Regular;Damala Kotsonis;Nova Scotia;Corporativo;1/9/2011
881;6156;43588;1/9/2012;Medio;16;3075,752;0,04;Terrestre;Jennifer Patt;Nova Scotia;Oficina en Hogar;4/9/2012
784;6208;44000;4/10/2012;No Especificado;18;85,03;0,05;Aereo Regular;Dan Campbell;Nova Scotia;PYME;4/10/2012
242;6389;45381;21/8/2011;Medio;26;164,1;0,03;Aereo Express;Michael Oakman;Nova Scotia;PYME;22/8/2011
749;6390;45381;21/8/2011;Medio;23;1316,87;0,02;Aereo Express;Michael Oakman;Nova Scotia;PYME;23/8/2011
1116;6431;45728;21/6/2010;Alto;11;38,24;0,02;Aereo Regular;Keith Herrera;Nova Scotia;PYME;22/6/2010
364;6456;45984;27/1/2012;Medio;27;80,33;0,01;Aereo Regular;Janet Martin;Nova Scotia;Corporativo;29/1/2012
436;6459;45988;1/9/2009;Critical;43;3832,24;0,09;Aereo Express;David Kendrick;Nova Scotia;Oficina en Hogar;2/9/2009
147;6489;46177;5/12/2010;Bajo;48;9708,64;0,1;Terrestre;Rick Duston;Nova Scotia;Corporativo;7/12/2010
560;6620;47106;25/10/2011;Medio;40;6618,457;0,1;Aereo Regular;Becky Martin;Nova Scotia;Oficina en Hogar;27/10/2011
268;6630;47169;3/3/2010;Medio;15;803,267;0,06;Aereo Regular;Doug Jacobs;Nova Scotia;Oficina en Hogar;4/3/2010
781;6751;48071;3/3/2011;Bajo;1;22,74;0,03;Aereo Express;Emily Burns;Nova Scotia;Oficina en Hogar;12/3/2011
351;6910;49312;21/2/2011;Critical;19;1882,18;0,09;Aereo Express;Deanra Eno;Nova Scotia;Corporativo;23/2/2011
409;6930;49472;16/7/2010;Bajo;23;103,2;0,02;Aereo Regular;Robert Barroso;Nova Scotia;PYME;21/7/2010
1013;6980;49891;12/9/2009;No Especificado;19;88,4;0,08;Aereo Regular;Darrin Sayre;Nova Scotia;Consumidor;12/9/2009
776;7041;50276;14/2/2011;No Especificado;34;390,35;0,05;Aereo Regular;Bradley Talbott;Nova Scotia;PYME;15/2/2011
1094;7162;51107;25/9/2012;No Especificado;36;772,67;0;Aereo Regular;Luke Foster;Nova Scotia;Corporativo;26/9/2012
103;7260;51783;11/11/2011;Medio;10;1875,18;0,01;Terrestre;Brian Stugart;Nova Scotia;Consumidor;13/11/2011
741;7295;52006;24/6/2009;Medio;42;375,76;0;Aereo Regular;Carlos Meador;Nova Scotia;Corporativo;26/6/2009
1013;7429;52934;27/7/2011;Critical;20;92,15;0,08;Aereo Regular;Sara Luxemburg;Nova Scotia;Corporativo;28/7/2011
160;7555;54053;14/2/2012;Alto;18;821,7885;0,06;Aereo Express;Alex Grayson;Nova Scotia;Consumidor;15/2/2012
906;7708;55239;3/12/2012;Critical;13;95,68;0,07;Aereo Express;Joni Wasserman;Nova Scotia;Consumidor;4/12/2012
722;7739;55425;1/11/2011;Critical;7;73,86;0,08;Aereo Regular;Paul Knutson;Nova Scotia;Corporativo;2/11/2011
127;7901;56515;27/5/2011;Medio;17;979,52;0,1;Terrestre;Sara Luxemburg;Nova Scotia;PYME;29/5/2011
915;8079;57638;22/4/2012;Bajo;35;5740,624;0,09;Terrestre;Christy Brittain;Nova Scotia;Consumidor;27/4/2012
661;8195;58599;14/1/2010;Critical;49;5332,42;0,06;Terrestre;Dianna Wilson;Nova Scotia;PYME;15/1/2010
572;8265;59075;26/2/2012;Bajo;4;21,84;0,02;Aereo Regular;David Smith;Nova Scotia;PYME;5/3/2012
48;8300;59270;11/1/2010;Alto;47;1597,02;0,01;Aereo Regular;Deborah Brumfield;Nova Scotia;PYME;13/1/2010
330;58;326;3/6/2011;Alto;34;218,27;0,03;Aereo Regular;Michelle Tran;Quebec;Consumidor;4/6/2011
626;59;326;3/6/2011;Alto;17;100,95;0,05;Aereo Regular;Michelle Tran;Quebec;Consumidor;4/6/2011
555;99;614;30/11/2012;Alto;41;628,22;0;Aereo Regular;Dave Hallsten;Quebec;Corporativo;2/12/2012
1117;100;614;30/11/2012;Alto;24;3366,1;0,07;Terrestre;Dave Hallsten;Quebec;Corporativo;1/12/2012
407;139;898;2/6/2010;Alto;40;676,13;0,03;Aereo Regular;Sanjit Jacobs;Quebec;Consumidor;4/6/2010
303;140;898;2/6/2010;Alto;26;7668,55;0,04;Terrestre;Sanjit Jacobs;Quebec;Consumidor;2/6/2010
1021;166;1031;31/8/2009;Medio;34;226,1;0;Aereo Regular;Sanjit Jacobs;Quebec;Consumidor;2/9/2009
1118;224;1447;14/10/2012;Alto;40;2135,9735;0,07;Aereo Regular;Barry Gonzalez;Quebec;Consumidor;17/10/2012
103;311;2150;2/6/2009;Medio;21;3905,75;0,01;Terrestre;Vivian Mathis;Quebec;Corporativo;4/6/2009
637;320;2211;29/6/2009;Alto;22;1651,09;0,05;Aereo Regular;Vivian Mathis;Quebec;Oficina en Hogar;30/6/2009
1053;321;2211;29/6/2009;Alto;14;95,89;0;Aereo Regular;Vivian Mathis;Quebec;Oficina en Hogar;1/7/2009
578;322;2211;29/6/2009;Alto;23;80,38;0,09;Aereo Regular;Vivian Mathis;Quebec;Oficina en Hogar;1/7/2009
1000;339;2307;28/6/2010;Bajo;32;182,33;0,1;Aereo Regular;Carol Adams;Quebec;Corporativo;28/6/2010
426;345;2370;16/1/2009;Critical;6;679,6;0,02;Aereo Regular;Sanjit Jacobs;Quebec;Consumidor;18/1/2009
552;346;2370;16/1/2009;Critical;30;257,42;0,01;Aereo Regular;Sanjit Jacobs;Quebec;Consumidor;18/1/2009
858;348;2374;28/10/2010;No Especificado;21;78,17;0,01;Aereo Express;Vivek Gonzalez;Quebec;Consumidor;30/10/2010
639;462;3138;8/2/2009;No Especificado;4;718,03;0,07;Aereo Express;Bradley Nguyen;Quebec;Consumidor;8/2/2009
1119;463;3141;9/11/2011;Critical;30;534,96;0,08;Aereo Regular;Matt Collister;Quebec;Oficina en Hogar;11/11/2011
106;641;4515;16/3/2012;Critical;7;887,94;0,02;Aereo Regular;Vivian Mathis;Quebec;Consumidor;17/3/2012
499;675;4708;30/9/2009;Critical;29;180,38;0,08;Aereo Regular;Michelle Tran;Quebec;Corporativo;2/10/2009
707;720;5155;11/6/2009;Alto;14;569,21;0,01;Aereo Regular;Pete Takahito;Quebec;Corporativo;12/6/2009
1120;752;5382;12/1/2012;Bajo;30;260,12;0,05;Aereo Regular;Michelle Tran;Quebec;Consumidor;19/1/2012
562;756;5414;24/3/2010;No Especificado;14;284,62;0,1;Aereo Express;Michelle Tran;Quebec;Corporativo;25/3/2010
99;894;6433;22/11/2011;Medio;41;159,26;0,01;Aereo Regular;Matt Collister;Quebec;Oficina en Hogar;23/11/2011
1105;898;6464;28/5/2009;Medio;1;57,84;0,07;Aereo Regular;Ralph Arnett;Quebec;Consumidor;30/5/2009
436;899;6464;28/5/2009;Medio;42;3991,99;0;Aereo Regular;Ralph Arnett;Quebec;Consumidor;30/5/2009
493;1064;7846;25/6/2011;Bajo;47;2926,33;0,09;Aereo Regular;Dave Hallsten;Quebec;Corporativo;30/6/2011
583;1065;7846;25/6/2011;Bajo;20;40,05;0,1;Aereo Regular;Dave Hallsten;Quebec;Corporativo;30/6/2011
297;1066;7846;25/6/2011;Bajo;20;552,87;0,01;Aereo Regular;Dave Hallsten;Quebec;Corporativo;2/7/2011
1121;1067;7846;25/6/2011;Bajo;12;26,33;0,05;Aereo Regular;Dave Hallsten;Quebec;Corporativo;25/6/2011
127;1077;7936;5/4/2010;Bajo;50;2851,17;0,06;Terrestre;Pete Takahito;Quebec;Corporativo;5/4/2010
591;1078;7936;5/4/2010;Bajo;15;183,43;0,06;Aereo Regular;Pete Takahito;Quebec;Corporativo;10/4/2010
520;1118;8195;6/1/2011;Medio;5;51,3;0,05;Aereo Express;Ralph Arnett;Quebec;Consumidor;7/1/2011
733;1119;8195;6/1/2011;Medio;1;8,48;0,1;Aereo Regular;Ralph Arnett;Quebec;Consumidor;8/1/2011
434;1120;8195;6/1/2011;Medio;26;87,52;0,03;Aereo Regular;Ralph Arnett;Quebec;Consumidor;7/1/2011
838;1137;8293;10/8/2012;Bajo;50;1497,7595;0,04;Aereo Regular;Jason Klamczynski;Quebec;PYME;15/8/2012
18;1270;9248;23/12/2009;No Especificado;41;2811,7;0,09;Aereo Regular;Michelle Tran;Quebec;Oficina en Hogar;24/12/2009
796;1284;9347;9/8/2012;Bajo;31;131,2;0,01;Aereo Regular;Michelle Tran;Quebec;Corporativo;18/8/2012
937;1289;9472;16/6/2011;Critical;17;53,91;0,05;Aereo Regular;Greg Tran;Quebec;Oficina en Hogar;19/6/2011
693;1333;9733;17/3/2009;No Especificado;39;223,64;0,1;Aereo Regular;Gene McClure;Quebec;Oficina en Hogar;17/3/2009
705;1388;10054;28/4/2011;Alto;2;203,3;0,08;Aereo Regular;Helen Wasserman;Quebec;Oficina en Hogar;30/4/2011
1088;1389;10054;28/4/2011;Alto;2;196,8515;0,09;Aereo Regular;Helen Wasserman;Quebec;Oficina en Hogar;28/4/2011
1023;1471;10627;24/2/2010;Bajo;4;40,23;0,05;Aereo Regular;Matt Collister;Quebec;Oficina en Hogar;1/3/2010
741;1472;10629;11/9/2009;Critical;39;341,55;0,06;Aereo Regular;Helen Wasserman;Quebec;Corporativo;13/9/2009
1122;1473;10629;11/9/2009;Critical;14;98,37;0,09;Aereo Express;Helen Wasserman;Quebec;Corporativo;13/9/2009
641;1493;10784;5/7/2010;No Especificado;2;19,36;0,1;Aereo Regular;Vivian Mathis;Quebec;Oficina en Hogar;6/7/2010
975;1494;10784;5/7/2010;No Especificado;30;206,27;0,09;Aereo Regular;Vivian Mathis;Quebec;Oficina en Hogar;7/7/2010
97;1500;10823;12/6/2012;Bajo;3;133,9;0,03;Aereo Regular;Helen Wasserman;Quebec;Oficina en Hogar;12/6/2012
295;1511;10919;27/3/2010;Alto;42;2040,95;0,07;Aereo Regular;Ross DeVincentis;Quebec;Corporativo;27/3/2010
511;1585;11429;3/3/2010;Bajo;39;446,04;0,01;Aereo Regular;Jason Klamczynski;Quebec;Oficina en Hogar;7/3/2010
871;1586;11429;3/3/2010;Bajo;46;18421,2;0,06;Terrestre;Jason Klamczynski;Quebec;Oficina en Hogar;5/3/2010
612;1605;11650;24/9/2012;No Especificado;26;1090,4;0,06;Aereo Regular;Valerie Mitchum;Quebec;Oficina en Hogar;26/9/2012
857;1793;12837;2/12/2012;Medio;50;1100,21;0,03;Aereo Regular;Dave Hallsten;Quebec;Oficina en Hogar;2/12/2012
161;1856;13347;23/4/2010;No Especificado;24;104,89;0,07;Aereo Express;Vivek Gonzalez;Quebec;Consumidor;24/4/2010
387;1861;13381;17/8/2011;Medio;41;10714,78;0;Terrestre;Vivian Mathis;Quebec;Consumidor;17/8/2011
840;1905;13634;18/4/2011;Alto;46;1824,13;0,05;Aereo Regular;Bradley Nguyen;Quebec;Consumidor;18/4/2011
692;1906;13634;18/4/2011;Alto;27;151,38;0,04;Aereo Regular;Bradley Nguyen;Quebec;Consumidor;19/4/2011
1047;1914;13729;1/1/2009;No Especificado;9;872,48;0,08;Aereo Express;Matt Collister;Quebec;Oficina en Hogar;3/1/2009
100;1915;13730;9/5/2011;Alto;26;3617,64;0,07;Terrestre;Bradley Nguyen;Quebec;Corporativo;11/5/2011
568;1972;14113;4/8/2011;Alto;22;8218,16;0,09;Terrestre;Helen Wasserman;Quebec;Oficina en Hogar;6/8/2011
1124;1989;14210;26/6/2012;No Especificado;19;676,79;0;Aereo Regular;Helen Wasserman;Quebec;Oficina en Hogar;28/6/2012
1012;2000;14272;12/2/2012;Medio;32;2409,96;0,07;Aereo Regular;Vivian Mathis;Quebec;Oficina en Hogar;14/2/2012
371;2019;14401;4/8/2011;No Especificado;10;931,1495;0,06;Aereo Regular;Jason Klamczynski;Quebec;PYME;6/8/2011
127;2211;15941;10/12/2011;No Especificado;15;951,09;0,02;Terrestre;Michelle Tran;Quebec;Consumidor;12/12/2011
365;2479;18023;24/2/2011;Medio;38;4502,26;0,09;Terrestre;Valerie Mitchum;Quebec;Oficina en Hogar;25/2/2011
633;2480;18023;24/2/2011;Medio;34;192,23;0,07;Aereo Regular;Valerie Mitchum;Quebec;Oficina en Hogar;25/2/2011
590;2526;18341;18/7/2010;Critical;39;237,89;0;Aereo Regular;Bradley Nguyen;Quebec;Consumidor;18/7/2010
125;2535;18400;6/12/2011;No Especificado;29;598,49;0,05;Aereo Regular;Ralph Arnett;Quebec;Consumidor;7/12/2011
607;2621;18950;27/2/2012;Bajo;33;3008,5;0,05;Terrestre;Barry Gonzalez;Quebec;PYME;4/3/2012
208;2641;19111;4/10/2009;Bajo;24;195,83;0,04;Aereo Regular;Bart Pistole;Quebec;Consumidor;9/10/2009
780;2644;19139;3/12/2010;No Especificado;15;94,84;0,01;Aereo Regular;Helen Wasserman;Quebec;Corporativo;4/12/2010
103;2672;19332;27/2/2012;Alto;46;8246,86;0,06;Terrestre;Barry Gonzalez;Quebec;Consumidor;29/2/2012
1125;2904;20965;20/12/2009;Critical;38;2315,11;0,06;Aereo Regular;Michelle Tran;Quebec;Consumidor;23/12/2009
788;2905;20965;20/12/2009;Critical;8;1264,2305;0,07;Aereo Regular;Michelle Tran;Quebec;Consumidor;23/12/2009
774;2932;21249;19/9/2010;Bajo;22;1082,8;0,02;Aereo Regular;Barry Gonzalez;Quebec;PYME;21/9/2010
790;2933;21249;19/9/2010;Bajo;7;1260,2015;0,03;Aereo Regular;Barry Gonzalez;Quebec;PYME;21/9/2010
410;3139;22529;7/5/2010;Medio;28;1623,09;0,02;Aereo Regular;Vivian Mathis;Quebec;Oficina en Hogar;7/5/2010
737;3255;23303;20/6/2009;No Especificado;39;238,49;0,09;Aereo Regular;Ralph Arnett;Quebec;Consumidor;22/6/2009
679;3274;23398;13/3/2009;Medio;19;123,1;0,06;Aereo Regular;Carol Adams;Quebec;Corporativo;14/3/2009
1126;3410;24356;11/5/2010;Medio;37;12612,66;0,06;Terrestre;Barry Gonzalez;Quebec;Consumidor;13/5/2010
318;3539;25188;3/1/2011;Medio;20;1564,1615;0;Aereo Regular;Valerie Mitchum;Quebec;Oficina en Hogar;5/1/2011
259;3543;25249;6/11/2012;Medio;34;926,85;0,09;Aereo Regular;Vivian Mathis;Quebec;Consumidor;8/11/2012
557;3774;26948;22/11/2011;Alto;21;203,55;0,03;Aereo Express;Matt Collister;Quebec;Oficina en Hogar;23/11/2011
1003;3819;27232;18/8/2010;No Especificado;19;639,3;0,05;Aereo Regular;Ralph Arnett;Quebec;Consumidor;20/8/2010
1127;3871;27622;6/2/2011;Medio;4;1280,73;0,09;Terrestre;Michelle Tran;Quebec;Consumidor;7/2/2011
1040;3928;28002;10/10/2009;Critical;5;43,55;0,1;Aereo Regular;Jason Klamczynski;Quebec;Oficina en Hogar;12/10/2009
1128;3978;28390;7/2/2012;Alto;44;809,77;0,1;Aereo Regular;Chad McGuire;Quebec;PYME;9/2/2012
39;4108;29223;20/1/2012;Alto;48;24701,12;0,04;Terrestre;Greg Tran;Quebec;Oficina en Hogar;22/1/2012
890;4134;29351;3/10/2011;Medio;17;5122,61;0,05;Aereo Regular;Sanjit Jacobs;Quebec;Consumidor;5/10/2011
397;4160;29506;14/6/2011;Critical;46;221,13;0,01;Aereo Regular;Scott Cohen;Quebec;Consumidor;16/6/2011
75;4161;29506;14/6/2011;Critical;8;16,35;0,05;Aereo Regular;Scott Cohen;Quebec;Consumidor;15/6/2011
1097;4175;29633;22/6/2009;Critical;11;96,01;0,01;Aereo Regular;Scott Cohen;Quebec;Consumidor;23/6/2009
321;4189;29764;22/7/2012;Critical;10;165,09;0;Aereo Express;Barry Gonzalez;Quebec;PYME;23/7/2012
1021;4216;29958;6/1/2011;Alto;47;307,57;0;Aereo Regular;Barry Gonzalez;Quebec;Consumidor;7/1/2011
39;4217;29958;6/1/2011;Alto;32;14861,07;0,1;Terrestre;Barry Gonzalez;Quebec;Consumidor;8/1/2011
689;4435;31616;28/8/2010;Critical;45;182,7;0,08;Aereo Regular;Sanjit Jacobs;Quebec;Consumidor;29/8/2010
247;4436;31616;28/8/2010;Critical;46;141,08;0,04;Aereo Regular;Sanjit Jacobs;Quebec;Consumidor;29/8/2010
929;4483;31907;18/5/2010;Bajo;38;331,53;0;Aereo Regular;Sanjit Jacobs;Quebec;Consumidor;23/5/2010
488;4494;32001;28/10/2011;Bajo;22;494,84;0,07;Aereo Regular;Chad McGuire;Quebec;PYME;2/11/2011
870;4495;32001;28/10/2011;Bajo;11;3443,21;0;Aereo Regular;Chad McGuire;Quebec;PYME;30/10/2011
128;4506;32069;19/11/2011;No Especificado;8;1100;0,07;Terrestre;Gene McClure;Quebec;Consumidor;19/11/2011
737;4512;32102;14/12/2012;Medio;2;19,81;0,02;Aereo Regular;Vivek Sundaresam;Quebec;Oficina en Hogar;16/12/2012
827;4561;32450;19/12/2011;Medio;37;2638,79;0,1;Terrestre;Barry Gonzalez;Quebec;PYME;19/12/2011
292;4572;32546;18/3/2011;Critical;6;156,09;0;Aereo Regular;Greg Tran;Quebec;Oficina en Hogar;20/3/2011
926;4573;32546;18/3/2011;Critical;47;1294,023;0,1;Aereo Regular;Greg Tran;Quebec;Oficina en Hogar;19/3/2011
519;4640;33029;31/5/2012;Alto;39;16028,26;0,02;Terrestre;Scott Cohen;Quebec;Consumidor;2/6/2012
42;4641;33029;31/5/2012;Alto;8;738,2505;0,1;Aereo Regular;Scott Cohen;Quebec;Consumidor;1/6/2012
96;4645;33061;15/7/2011;Alto;48;5318,89;0,06;Aereo Regular;Valerie Mitchum;Quebec;Oficina en Hogar;17/7/2011
50;4698;33478;14/6/2010;Alto;21;125,9;0,04;Aereo Express;Natalie DeCherney;Quebec;Consumidor;16/6/2010
1129;4708;33540;6/6/2011;Bajo;21;190,99;0,1;Aereo Regular;Barry Gonzalez;Quebec;Consumidor;10/6/2011
692;4762;33862;22/6/2010;No Especificado;22;125,57;0,03;Aereo Regular;Vivek Gonzalez;Quebec;Consumidor;23/6/2010
66;4845;34470;1/2/2012;Critical;31;2966,13;0,08;Terrestre;Vivek Sundaresam;Quebec;Oficina en Hogar;2/2/2012
773;5077;36161;16/1/2010;Critical;6;29,19;0,03;Aereo Regular;Chad McGuire;Quebec;PYME;17/1/2010
208;5302;37760;14/8/2009;Alto;18;157,85;0,01;Aereo Regular;Barry Gonzalez;Quebec;PYME;15/8/2009
580;5303;37760;14/8/2009;Alto;38;2773,0315;0,04;Aereo Regular;Barry Gonzalez;Quebec;PYME;16/8/2009
194;5335;37895;30/3/2012;Critical;14;304,65;0,1;Aereo Regular;Barry Gonzalez;Quebec;PYME;2/4/2012
185;5402;38403;21/5/2011;Bajo;49;142,1;0,01;Aereo Regular;Michelle Huthwaite;Quebec;Oficina en Hogar;25/5/2011
4;5440;38630;17/4/2010;Medio;13;2175,218;0,07;Aereo Regular;Vivek Sundaresam;Quebec;Oficina en Hogar;18/4/2010
1130;5684;40165;2/3/2011;Alto;50;421,36;0,07;Aereo Regular;Bradley Nguyen;Quebec;Consumidor;5/3/2011
584;5686;40194;6/10/2010;No Especificado;30;4506,85;0,1;Terrestre;Barry Gonzalez;Quebec;Consumidor;7/10/2010
742;5687;40194;6/10/2010;No Especificado;16;2110,37;0;Terrestre;Barry Gonzalez;Quebec;Consumidor;8/10/2010
648;5688;40194;6/10/2010;No Especificado;34;1094,9105;0,02;Aereo Regular;Barry Gonzalez;Quebec;Consumidor;8/10/2010
814;5713;40454;21/4/2011;No Especificado;43;1243,88;0,1;Aereo Regular;Cynthia Delaney;Quebec;Corporativo;24/4/2011
554;5730;40672;29/10/2012;Bajo;16;1617,91;0,04;Terrestre;Barry Gonzalez;Quebec;Consumidor;31/10/2012
754;5749;40833;15/7/2010;Bajo;48;2688,0825;0,04;Aereo Regular;Michelle Huthwaite;Quebec;Oficina en Hogar;24/7/2010
994;5843;41441;23/1/2012;Medio;41;221,08;0;Aereo Regular;Tom Stivers;Quebec;Corporativo;24/1/2012
661;6079;43076;16/6/2010;No Especificado;33;3636,37;0,06;Terrestre;Vivek Sundaresam;Quebec;Oficina en Hogar;16/6/2010
1131;6102;43233;19/6/2010;Critical;30;203,48;0,04;Aereo Express;Vivian Mathis;Quebec;Oficina en Hogar;21/6/2010
384;6120;43332;10/9/2012;Alto;31;1750;0,03;Aereo Express;Greg Tran;Quebec;Oficina en Hogar;10/9/2012
1034;6122;43362;12/1/2009;Critical;45;15963,09;0,03;Terrestre;Rick Reed;Quebec;Consumidor;15/1/2009
1074;6123;43362;12/1/2009;Critical;33;58,48;0,04;Aereo Regular;Rick Reed;Quebec;Consumidor;14/1/2009
610;6138;43488;18/6/2012;Critical;46;2116,2;0,08;Aereo Regular;Michelle Huthwaite;Quebec;Oficina en Hogar;19/6/2012
